C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0001.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0002.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0003.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0004.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0005.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0006.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0007.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0008.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0009.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0010.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0011.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0012.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0013.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0014.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0015.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0016.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0017.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0018.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0019.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0020.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0021.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0022.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0023.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0024.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0025.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0026.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0027.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0028.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0029.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0030.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0031.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0032.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0033.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0034.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0035.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0036.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0037.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0038.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0039.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0040.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0041.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0042.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0043.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0044.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0045.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0046.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0047.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0048.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0049.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0050.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0051.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0052.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0053.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0054.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0055.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0056.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0057.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0058.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0059.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0060.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0061.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0062.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0063.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0064.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0065.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0066.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0067.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0068.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0069.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0070.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0071.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0072.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0073.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0074.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0075.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0076.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0077.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0078.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0079.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0080.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0081.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0082.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0083.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0084.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0085.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0086.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0087.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0088.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0089.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0090.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0091.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0092.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0093.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0094.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0095.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0096.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0097.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0098.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0099.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0100.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0101.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0102.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0103.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0104.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0105.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0106.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0107.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0108.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0109.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0110.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0111.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0112.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0113.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0114.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0115.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0116.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0117.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0118.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0119.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0120.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0121.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0122.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0123.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0124.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0125.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0126.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0127.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0128.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0129.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0130.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0131.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0132.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0133.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0134.txt 4
C:/Users/user/Desktop/AP_LAB3\AIODataset\4\0135.txt 4
